country,year,iso_code,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,
Antigua and Barbuda,1967,ATG,0.000000937,-0.000000234,0.000000839,0.000000136,
Antigua and Barbuda,1968,ATG,0.000001000,0.000000159,0.000001300,0.000000139,
Antigua and Barbuda,1969,ATG,0.000001070,0.000000677,0.000001890,0.000000142,
Antigua and Barbuda,1970,ATG,0.000001120,0.000000863,0.000002130,0.000000146,
Antigua and Barbuda,1971,ATG,0.000001190,0.000001020,0.000002350,0.000000149,
Antigua and Barbuda,1972,ATG,0.000001250,0.000001140,0.000002540,0.000000153,
Antigua and Barbuda,1973,ATG,0.000001310,0.000001250,0.000002710,0.000000156,
Antigua and Barbuda,1974,ATG,0.000001370,0.000001400,0.000002930,0.000000160,
Antigua and Barbuda,1975,ATG,0.000001430,0.000001680,0.000003270,0.000000163,
Antigua and Barbuda,1976,ATG,0.000001490,0.000001820,0.000003480,0.000000167,
Antigua and Barbuda,1977,ATG,0.000001550,0.000001990,0.000003710,0.000000170,
Antigua and Barbuda,1978,ATG,0.000001610,0.000002180,0.000003970,0.000000175,
Antigua and Barbuda,1979,ATG,0.000001690,0.000002330,0.000004200,0.000000179,
Antigua and Barbuda,1980,ATG,0.000001770,0.000002360,0.000004320,0.000000185,
Antigua and Barbuda,1981,ATG,0.000001850,0.000002380,0.000004420,0.000000190,
Antigua and Barbuda,1982,ATG,0.000001930,0.000002480,0.000004610,0.000000196,
Antigua and Barbuda,1983,ATG,0.000002010,0.000002480,0.000004690,0.000000202,
Antigua and Barbuda,1984,ATG,0.000002080,0.000002510,0.000004800,0.000000207,
Antigua and Barbuda,1985,ATG,0.000002150,0.000002600,0.000004960,0.000000213,
Antigua and Barbuda,1986,ATG,0.000002210,0.000002680,0.000005120,0.000000220,
Antigua and Barbuda,1987,ATG,0.000002280,0.000002780,0.000005280,0.000000226,
Antigua and Barbuda,1988,ATG,0.000002330,0.000002880,0.000005450,0.000000232,
Antigua and Barbuda,1989,ATG,0.000002370,0.000002990,0.000005600,0.000000238,
Antigua and Barbuda,1990,ATG,0.000002430,0.000003070,0.000005750,0.000000245,
Antigua and Barbuda,1991,ATG,0.000002470,0.000003170,0.000005880,0.000000251,
Antigua and Barbuda,1992,ATG,0.000002510,0.000003260,0.000006020,0.000000257,
Antigua and Barbuda,1993,ATG,0.000002550,0.000003350,0.000006170,0.000000264,
Antigua and Barbuda,1994,ATG,0.000002600,0.000003450,0.000006320,0.000000270,
Antigua and Barbuda,1995,ATG,0.000002650,0.000003560,0.000006480,0.000000277,
Antigua and Barbuda,1996,ATG,0.000002690,0.000003670,0.000006640,0.000000284,
Antigua and Barbuda,1997,ATG,0.000002730,0.000003790,0.000006810,0.000000292,
Antigua and Barbuda,1998,ATG,0.000002770,0.000003920,0.000006990,0.000000299,
Antigua and Barbuda,1999,ATG,0.000002790,0.000004060,0.000007160,0.000000307,
Antigua and Barbuda,2000,ATG,0.000002810,0.000004210,0.000007330,0.000000314,
Antigua and Barbuda,2001,ATG,0.000002820,0.000004360,0.000007510,0.000000321,
Antigua and Barbuda,2002,ATG,0.000002840,0.000004530,0.000007700,0.000000328,
Antigua and Barbuda,2003,ATG,0.000002860,0.000004710,0.000007900,0.000000335,
Antigua and Barbuda,2004,ATG,0.000002870,0.000004900,0.000008120,0.000000342,
Antigua and Barbuda,2005,ATG,0.000002890,0.000005110,0.000008340,0.000000350,
Antigua and Barbuda,2006,ATG,0.000002900,0.000005330,0.000008590,0.000000358,
Antigua and Barbuda,2007,ATG,0.000002910,0.000005560,0.000008840,0.000000366,
Antigua and Barbuda,2008,ATG,0.000002930,0.000005800,0.000009100,0.000000374,
Antigua and Barbuda,2009,ATG,0.000002950,0.000006040,0.000009370,0.000000382,
Antigua and Barbuda,2010,ATG,0.000002930,0.000006280,0.000009590,0.000000389,
Antigua and Barbuda,2011,ATG,0.000002900,0.000006520,0.000009810,0.000000394,
Antigua and Barbuda,2012,ATG,0.000002880,0.000006760,0.000010000,0.000000400,
Antigua and Barbuda,2013,ATG,0.000002850,0.000007010,0.000010300,0.000000407,
Antigua and Barbuda,2014,ATG,0.000002820,0.000007250,0.000010500,0.000000413,
Antigua and Barbuda,2015,ATG,0.000002790,0.000007510,0.000010700,0.000000419,
Antigua and Barbuda,2016,ATG,0.000002760,0.000007770,0.000011000,0.000000426,
Antigua and Barbuda,2017,ATG,0.000002740,0.000008040,0.000011200,0.000000432,
Antigua and Barbuda,2018,ATG,0.000002710,0.000008310,0.000011500,0.000000438,
Antigua and Barbuda,2019,ATG,0.000002670,0.000008590,0.000011700,0.000000445,
Antigua and Barbuda,2020,ATG,0.000002640,0.000008860,0.000011900,0.000000450,
Antigua and Barbuda,2021,ATG,0.000002600,0.000009140,0.000012200,0.000000456,
Antigua and Barbuda,2022,ATG,0.000002570,0.000009420,0.000012500,0.000000462,
Antigua and Barbuda,2023,ATG,0.000002530,0.000009710,0.000012700,0.000000468,
Antigua and Barbuda,2024,ATG,0.000002490,0.000010000,0.000013000,0.000000473,
Argentina,1850,ARG,,,,,
Argentina,1851,ARG,0.000003780,0.000005910,0.000010000,0.000000332,
Argentina,1852,ARG,0.000007670,0.000011900,0.000020300,0.000000669,
Argentina,1853,ARG,0.000011700,0.000018000,0.000030700,0.000001010,
Argentina,1854,ARG,0.000015700,0.000024300,0.000041400,0.000001360,
Argentina,1855,ARG,0.000019900,0.000030600,0.000052300,0.000001710,
Argentina,1856,ARG,0.000024200,0.000037100,0.000063400,0.000002060,
Argentina,1857,ARG,0.000028600,0.000043700,0.000074800,0.000002420,
Argentina,1858,ARG,0.000033100,0.000050500,0.000086400,0.000002790,
Argentina,1859,ARG,0.000037700,0.000057300,0.000098200,0.000003150,
Argentina,1860,ARG,0.000042400,0.000064500,0.000110422,0.000003520,
Argentina,1861,ARG,0.000047300,0.000071900,0.000123102,0.000003890,
Argentina,1862,ARG,0.000052400,0.000079500,0.000136169,0.000004260,
Argentina,1863,ARG,0.000057700,0.000087300,0.000149613,0.000004630,
Argentina,1864,ARG,0.000063200,0.000095200,0.000163401,0.000005010,
Argentina,1865,ARG,0.000068900,0.000103287,0.000177526,0.000005380,
Argentina,1866,ARG,0.000074700,0.000111551,0.000192030,0.000005760,
Argentina,1867,ARG,0.000080800,0.000119946,0.000206859,0.000006140,
Argentina,1868,ARG,0.000087000,0.000128494,0.000222036,0.000006520,
Argentina,1869,ARG,0.000093500,0.000137182,0.000237547,0.000006900,
Argentina,1870,ARG,0.000100098,0.000146243,0.000253627,0.000007290,
Argentina,1871,ARG,0.000107151,0.000155598,0.000270424,0.000007670,
Argentina,1872,ARG,0.000114621,0.000165160,0.000287855,0.000008070,
Argentina,1873,ARG,0.000122507,0.000174894,0.000305889,0.000008490,
Argentina,1874,ARG,0.000130811,0.000184839,0.000324569,0.000008920,
Argentina,1875,ARG,0.000139531,0.000194894,0.000343795,0.000009370,
Argentina,1876,ARG,0.000148667,0.000205116,0.000363622,0.000009840,
Argentina,1877,ARG,0.000158218,0.000215485,0.000384029,0.000010300,
Argentina,1878,ARG,0.000168185,0.000226025,0.000405042,0.000010800,
Argentina,1879,ARG,0.000178570,0.000236746,0.000426665,0.000011300,
Argentina,1880,ARG,0.000189372,0.000247631,0.000448877,0.000011900,
Argentina,1881,ARG,0.000200470,0.000258756,0.000471631,0.000012400,
Argentina,1882,ARG,0.000211865,0.000270087,0.000494894,0.000012900,
Argentina,1883,ARG,0.000223557,0.000281616,0.000518655,0.000013500,
Argentina,1884,ARG,0.000235546,0.000293375,0.000542947,0.000014000,
Argentina,1885,ARG,0.000247832,0.000305308,0.000567715,0.000014600,
Argentina,1886,ARG,0.000260416,0.000317422,0.000592964,0.000015100,
Argentina,1887,ARG,0.000273323,0.000329899,0.000618903,0.000015700,
Argentina,1888,ARG,0.000286524,0.000342464,0.000645227,0.000016200,
Argentina,1889,ARG,0.000300044,0.000355547,0.000672393,0.000016800,
Argentina,1890,ARG,0.000313855,0.000369082,0.000700466,0.000017500,
Argentina,1891,ARG,0.000328177,0.000383062,0.000729504,0.000018300,
Argentina,1892,ARG,0.000343033,0.000397701,0.000759752,0.000019000,
Argentina,1893,ARG,0.000358418,0.000412688,0.000790900,0.000019800,
Argentina,1894,ARG,0.000374338,0.000428169,0.000823108,0.000020600,
Argentina,1895,ARG,0.000390790,0.000444102,0.000856335,0.000021400,
Argentina,1896,ARG,0.000407767,0.000460325,0.000890415,0.000022300,
Argentina,1897,ARG,0.000425264,0.000476794,0.000925307,0.000023200,
Argentina,1898,ARG,0.000443295,0.000493612,0.000961127,0.000024200,
Argentina,1899,ARG,0.000461864,0.000510899,0.000998004,0.000025200,
Argentina,1900,ARG,0.000480943,0.000535908,0.001043164,0.000026300,
Argentina,1901,ARG,0.000501082,0.000566264,0.001094800,0.000027500,
Argentina,1902,ARG,0.000522281,0.000600114,0.001151091,0.000028700,
Argentina,1903,ARG,0.000544536,0.000636638,0.001211236,0.000030100,
Argentina,1904,ARG,0.000567870,0.000675753,0.001275189,0.000031600,
Argentina,1905,ARG,0.000592268,0.000716962,0.001342447,0.000033200,
Argentina,1906,ARG,0.000617779,0.000760218,0.001413006,0.000035000,
Argentina,1907,ARG,0.000644338,0.000804710,0.001485981,0.000036900,
Argentina,1908,ARG,0.000672226,0.000850962,0.001562158,0.000039000,
Argentina,1909,ARG,0.000701364,0.000897882,0.001640339,0.000041100,
Argentina,1910,ARG,0.000731881,0.000949154,0.001724303,0.000043300,
Argentina,1911,ARG,0.000763440,0.001003531,0.001812442,0.000045500,
Argentina,1912,ARG,0.000795989,0.001060174,0.001903865,0.000047700,
Argentina,1913,ARG,0.000829566,0.001119180,0.001998705,0.000050000,
Argentina,1914,ARG,0.000864116,0.001178877,0.002095233,0.000052200,
Argentina,1915,ARG,0.000899636,0.001238455,0.002192633,0.000054500,
Argentina,1916,ARG,0.000936129,0.001297637,0.002290630,0.000056900,
Argentina,1917,ARG,0.000973581,0.001357424,0.002390207,0.000059200,
Argentina,1918,ARG,0.001012041,0.001417955,0.002491551,0.000061600,
Argentina,1919,ARG,0.001051524,0.001480711,0.002596153,0.000063900,
Argentina,1920,ARG,0.001092078,0.001549406,0.002707774,0.000066300,
Argentina,1921,ARG,0.001133265,0.001621349,0.002823274,0.000068700,
Argentina,1922,ARG,0.001175129,0.001696406,0.002942557,0.000071000,
Argentina,1923,ARG,0.001217682,0.001773731,0.003064780,0.000073400,
Argentina,1924,ARG,0.001260941,0.001853278,0.003189908,0.000075700,
Argentina,1925,ARG,0.001304858,0.001935264,0.003318109,0.000078000,
Argentina,1926,ARG,0.001349408,0.002018486,0.003448153,0.000080300,
Argentina,1927,ARG,0.001394635,0.002103393,0.003580537,0.000082500,
Argentina,1928,ARG,0.001440270,0.002188808,0.003713820,0.000084700,
Argentina,1929,ARG,0.001486428,0.002275199,0.003848592,0.000087000,
Argentina,1930,ARG,0.001532952,0.002350230,0.003972368,0.000089200,
Argentina,1931,ARG,0.001579747,0.002417178,0.004088348,0.000091400,
Argentina,1932,ARG,0.001626873,0.002480459,0.004201028,0.000093700,
Argentina,1933,ARG,0.001674324,0.002540465,0.004310809,0.000096000,
Argentina,1934,ARG,0.001722145,0.002598480,0.004419033,0.000098400,
Argentina,1935,ARG,0.001770188,0.002654221,0.004525280,0.000100871,
Argentina,1936,ARG,0.001818579,0.002708380,0.004630374,0.000103415,
Argentina,1937,ARG,0.001867382,0.002761050,0.004734477,0.000106045,
Argentina,1938,ARG,0.001916511,0.002812366,0.004837637,0.000108761,
Argentina,1939,ARG,0.001966003,0.002862929,0.004940493,0.000111561,
Argentina,1940,ARG,0.002015758,0.002904724,0.005034923,0.000114441,
Argentina,1941,ARG,0.002066283,0.002940211,0.005123979,0.000117486,
Argentina,1942,ARG,0.002117581,0.002971360,0.005209794,0.000120853,
Argentina,1943,ARG,0.002169636,0.003000119,0.005294416,0.000124661,
Argentina,1944,ARG,0.002222413,0.003026322,0.005377731,0.000128996,
Argentina,1945,ARG,0.002275842,0.003050307,0.005460056,0.000133907,
Argentina,1946,ARG,0.002329975,0.003072135,0.005541518,0.000139408,
Argentina,1947,ARG,0.002384805,0.003092195,0.005622476,0.000145477,
Argentina,1948,ARG,0.002440327,0.003111928,0.005704312,0.000152057,
Argentina,1949,ARG,0.002496559,0.003129137,0.005784750,0.000159055,
Argentina,1950,ARG,0.002553119,0.003158691,0.005878152,0.000166342,
Argentina,1951,ARG,0.002611199,0.003193238,0.005978353,0.000173916,
Argentina,1952,ARG,0.002670298,0.003230000,0.006082201,0.000181903,
Argentina,1953,ARG,0.002730243,0.003267524,0.006188165,0.000190399,
Argentina,1954,ARG,0.002791192,0.003306183,0.006296847,0.000199472,
Argentina,1955,ARG,0.002853835,0.003346622,0.006409619,0.000209161,
Argentina,1956,ARG,0.002918210,0.003389855,0.006527540,0.000219475,
Argentina,1957,ARG,0.002984043,0.003435212,0.006649649,0.000230394,
Argentina,1958,ARG,0.003049292,0.003479435,0.006770596,0.000241869,
Argentina,1959,ARG,0.003116202,0.003526069,0.006896093,0.000253822,
Argentina,1960,ARG,0.003183402,0.003567673,0.007017220,0.000266145,
Argentina,1961,ARG,0.003254767,0.003618529,0.007152105,0.000278809,
Argentina,1962,ARG,0.003324411,0.003670116,0.007285872,0.000291346,
Argentina,1963,ARG,0.003380912,0.003720755,0.007405140,0.000303474,
Argentina,1964,ARG,0.003443636,0.003774461,0.007534308,0.000316212,
Argentina,1965,ARG,0.003518759,0.003843016,0.007691451,0.000329676,
Argentina,1966,ARG,0.003597999,0.003912341,0.007853990,0.000343650,
Argentina,1967,ARG,0.003682801,0.003996689,0.008037699,0.000358209,
Argentina,1968,ARG,0.003765669,0.004065217,0.008203501,0.000372616,
Argentina,1969,ARG,0.003836563,0.004128999,0.008352008,0.000386445,
Argentina,1970,ARG,0.003906515,0.004190199,0.008497285,0.000400571,
Argentina,1971,ARG,0.003976570,0.004251997,0.008643240,0.000414673,
Argentina,1972,ARG,0.004052888,0.004313007,0.008795221,0.000429326,
Argentina,1973,ARG,0.004133015,0.004374784,0.008952224,0.000444424,
Argentina,1974,ARG,0.004210857,0.004436214,0.009106517,0.000459446,
Argentina,1975,ARG,0.004290053,0.004496674,0.009261507,0.000474780,
Argentina,1976,ARG,0.004371250,0.004558379,0.009420261,0.000490631,
Argentina,1977,ARG,0.004458130,0.004619789,0.009584545,0.000506626,
Argentina,1978,ARG,0.004533746,0.004681144,0.009737141,0.000522251,
Argentina,1979,ARG,0.004605063,0.004745671,0.009888532,0.000537797,
Argentina,1980,ARG,0.004670768,0.004808653,0.010032503,0.000553082,
Argentina,1981,ARG,0.004725053,0.004867649,0.010160926,0.000568223,
Argentina,1982,ARG,0.004774516,0.004926419,0.010284228,0.000583294,
Argentina,1983,ARG,0.004838309,0.004986107,0.010422962,0.000598546,
Argentina,1984,ARG,0.004895368,0.005046465,0.010555723,0.000613889,
Argentina,1985,ARG,0.004936626,0.005103974,0.010669615,0.000629015,
Argentina,1986,ARG,0.004967334,0.005163065,0.010774321,0.000643922,
Argentina,1987,ARG,0.004986330,0.005227057,0.010872101,0.000658715,
Argentina,1988,ARG,0.005009312,0.005293536,0.010976407,0.000673560,
Argentina,1989,ARG,0.005042976,0.005358181,0.011089421,0.000688264,
Argentina,1990,ARG,0.005077512,0.005421005,0.011201737,0.000703221,
Argentina,1991,ARG,0.005107321,0.005497876,0.011323350,0.000718152,
Argentina,1992,ARG,0.005132766,0.005569894,0.011436123,0.000733463,
Argentina,1993,ARG,0.005150462,0.005637539,0.011536605,0.000748604,
Argentina,1994,ARG,0.005171025,0.005704443,0.011639683,0.000764215,
Argentina,1995,ARG,0.005191004,0.005774499,0.011745386,0.000779882,
Argentina,1996,ARG,0.005198000,0.005847628,0.011841367,0.000795740,
Argentina,1997,ARG,0.005196500,0.005924076,0.011932283,0.000811706,
Argentina,1998,ARG,0.005196918,0.006002982,0.012027525,0.000827625,
Argentina,1999,ARG,0.005204407,0.006085140,0.012133256,0.000843709,
Argentina,2000,ARG,0.005215111,0.006165695,0.012241237,0.000860431,
Argentina,2001,ARG,0.005228856,0.006241956,0.012347735,0.000876923,
Argentina,2002,ARG,0.005253383,0.006350193,0.012497265,0.000893689,
Argentina,2003,ARG,0.005288738,0.006481096,0.012682021,0.000912187,
Argentina,2004,ARG,0.005325018,0.006634612,0.012890450,0.000930820,
Argentina,2005,ARG,0.005358632,0.006794140,0.013102059,0.000949286,
Argentina,2006,ARG,0.005401080,0.006957012,0.013326440,0.000968348,
Argentina,2007,ARG,0.005441437,0.007078337,0.013508185,0.000988411,
Argentina,2008,ARG,0.005472246,0.007186957,0.013667102,0.001007900,
Argentina,2009,ARG,0.005489577,0.007361950,0.013876547,0.001025020,
Argentina,2010,ARG,0.005487013,0.007512714,0.014042338,0.001042612,
Argentina,2011,ARG,0.005483706,0.007663699,0.014208100,0.001060694,
Argentina,2012,ARG,0.005482692,0.007791296,0.014352555,0.001078567,
Argentina,2013,ARG,0.005486730,0.007905263,0.014489069,0.001097077,
Argentina,2014,ARG,0.005489790,0.008039386,0.014644802,0.001115626,
Argentina,2015,ARG,0.005488237,0.008157452,0.014779713,0.001134024,
Argentina,2016,ARG,0.005497708,0.008274159,0.014925524,0.001153657,
Argentina,2017,ARG,0.005515455,0.008379770,0.015069596,0.001174371,
Argentina,2018,ARG,0.005539009,0.008490654,0.015224391,0.001194727,
Argentina,2019,ARG,0.005557093,0.008612229,0.015385186,0.001215865,
Argentina,2020,ARG,0.005574048,0.008717776,0.015529375,0.001237551,
Argentina,2021,ARG,0.005587733,0.008842261,0.015689274,0.001259282,
Argentina,2022,ARG,0.005600014,0.008962262,0.015844207,0.001281931,
Argentina,2023,ARG,0.005596681,0.009079869,0.015981609,0.001305059,
Argentina,2024,ARG,0.005590087,0.009192705,0.016111400,0.001328608,
Armenia,1830,ARM,,,,,
Armenia,1831,ARM,,,,,
Armenia,1832,ARM,,,,,
Armenia,1833,ARM,,,,,
Armenia,1850,ARM,,,,,
Armenia,1851,ARM,0.000000038,0.000000315,0.000000391,0.000000038,
Armenia,1852,ARM,0.000000076,0.000000627,0.000000779,0.000000076,
Armenia,1853,ARM,0.000000114,0.000000937,0.000001170,0.000000115,
Armenia,1854,ARM,0.000000151,0.000001250,0.000001550,0.000000155,
Armenia,1855,ARM,0.000000188,0.000001550,0.000001940,0.000000195,
Armenia,1856,ARM,0.000000224,0.000001860,0.000002320,0.000000236,
Armenia,1857,ARM,0.000000260,0.000002170,0.000002700,0.000000277,
Armenia,1858,ARM,0.000000295,0.000002470,0.000003090,0.000000319,
Armenia,1859,ARM,0.000000333,0.000002780,0.000003470,0.000000361,
Armenia,1860,ARM,0.000000374,0.000003080,0.000003860,0.000000403,
Armenia,1861,ARM,0.000000420,0.000003380,0.000004250,0.000000445,
Armenia,1862,ARM,0.000000472,0.000003680,0.000004640,0.000000487,
Armenia,1863,ARM,0.000000530,0.000003980,0.000005040,0.000000530,
Armenia,1864,ARM,0.000000594,0.000004270,0.000005440,0.000000572,
Armenia,1865,ARM,0.000000662,0.000004570,0.000005850,0.000000615,
Armenia,1866,ARM,0.000000733,0.000004860,0.000006260,0.000000658,
Armenia,1867,ARM,0.000000808,0.000005160,0.000006670,0.000000701,
Armenia,1868,ARM,0.000000886,0.000005450,0.000007080,0.000000744,
Armenia,1869,ARM,0.000000967,0.000005750,0.000007500,0.000000787,
Armenia,1870,ARM,0.000001050,0.000006030,0.000007910,0.000000830,
Armenia,1871,ARM,0.000001140,0.000006310,0.000008320,0.000000874,
Armenia,1872,ARM,0.000001230,0.000006590,0.000008740,0.000000919,
Armenia,1873,ARM,0.000001330,0.000006860,0.000009160,0.000000967,
Armenia,1874,ARM,0.000001430,0.000007140,0.000009580,0.000001020,
Armenia,1875,ARM,0.000001530,0.000007410,0.000010000,0.000001070,
Armenia,1876,ARM,0.000001640,0.000007690,0.000010500,0.000001130,
Armenia,1877,ARM,0.000001760,0.000007960,0.000010900,0.000001180,
Armenia,1878,ARM,0.000001880,0.000008230,0.000011400,0.000001250,
Armenia,1879,ARM,0.000002000,0.000008510,0.000011800,0.000001310,
Armenia,1880,ARM,0.000002130,0.000008780,0.000012300,0.000001370,
Armenia,1881,ARM,0.000002260,0.000009050,0.000012700,0.000001440,
Armenia,1882,ARM,0.000002380,0.000009320,0.000013200,0.000001500,
Armenia,1883,ARM,0.000002510,0.000009590,0.000013700,0.000001570,
Armenia,1884,ARM,0.000002630,0.000009860,0.000014100,0.000001630,
Armenia,1885,ARM,0.000002760,0.000010100,0.000014600,0.000001700,
Armenia,1886,ARM,0.000002890,0.000010400,0.000015100,0.000001770,
Armenia,1887,ARM,0.000003020,0.000010700,0.000015500,0.000001840,
Armenia,1888,ARM,0.000003150,0.000010900,0.000016000,0.000001900,
Armenia,1889,ARM,0.000003280,0.000011200,0.000016500,0.000001970,
Armenia,1890,ARM,0.000003420,0.000011500,0.000016900,0.000002040,
Armenia,1891,ARM,0.000003550,0.000011700,0.000017400,0.000002110,
Armenia,1892,ARM,0.000003690,0.000012000,0.000017800,0.000002190,
Armenia,1893,ARM,0.000003830,0.000012200,0.000018300,0.000002260,
Armenia,1894,ARM,0.000003970,0.000012500,0.000018800,0.000002330,
Armenia,1895,ARM,0.000004120,0.000012700,0.000019200,0.000002410,
Armenia,1896,ARM,0.000004260,0.000013000,0.000019700,0.000002480,
Armenia,1897,ARM,0.000004410,0.000013200,0.000020200,0.000002560,
Armenia,1898,ARM,0.000004560,0.000013500,0.000020700,0.000002630,
Armenia,1899,ARM,0.000004710,0.000013700,0.000021100,0.000002710,
Armenia,1900,ARM,0.000004870,0.000014000,0.000021600,0.000002790,
Armenia,1901,ARM,0.000005020,0.000014200,0.000022100,0.000002870,
Armenia,1902,ARM,0.000005170,0.000014500,0.000022600,0.000002940,
Armenia,1903,ARM,0.000005330,0.000014700,0.000023100,0.000003020,
Armenia,1904,ARM,0.000005480,0.000015000,0.000023500,0.000003100,
Armenia,1905,ARM,0.000005630,0.000015200,0.000024000,0.000003180,
Armenia,1906,ARM,0.000005780,0.000015400,0.000024500,0.000003260,
Armenia,1907,ARM,0.000005940,0.000015700,0.000024900,0.000003340,
Armenia,1908,ARM,0.000006100,0.000015900,0.000025400,0.000003420,
Armenia,1909,ARM,0.000006260,0.000016100,0.000025900,0.000003500,
Armenia,1910,ARM,0.000006420,0.000016400,0.000026400,0.000003580,
Armenia,1911,ARM,0.000006580,0.000016600,0.000026900,0.000003660,
Armenia,1912,ARM,0.000006740,0.000016900,0.000027300,0.000003740,
Armenia,1913,ARM,0.000006890,0.000017100,0.000027800,0.000003820,
Armenia,1914,ARM,0.000007030,0.000017400,0.000028300,0.000003910,
Armenia,1915,ARM,0.000007180,0.000017600,0.000028800,0.000004010,
Armenia,1916,ARM,0.000007320,0.000017800,0.000029200,0.000004110,
Armenia,1917,ARM,0.000007460,0.000018000,0.000029700,0.000004210,
Armenia,1918,ARM,0.000007590,0.000018200,0.000030100,0.000004310,
Armenia,1919,ARM,0.000007720,0.000018300,0.000030500,0.000004420,
Armenia,1920,ARM,0.000007860,0.000018400,0.000030800,0.000004530,
Armenia,1921,ARM,0.000007990,0.000018600,0.000031200,0.000004640,
Armenia,1922,ARM,0.000008120,0.000018700,0.000031600,0.000004760,
Armenia,1923,ARM,0.000008260,0.000018800,0.000031900,0.000004870,
Armenia,1924,ARM,0.000008390,0.000018900,0.000032300,0.000004990,
Armenia,1925,ARM,0.000008520,0.000019000,0.000032600,0.000005100,
Armenia,1926,ARM,0.000008590,0.000019100,0.000032900,0.000005220,
Armenia,1927,ARM,0.000008650,0.000019300,0.000033300,0.000005340,
Armenia,1928,ARM,0.000008720,0.000019400,0.000033600,0.000005460,
Armenia,1929,ARM,0.000008780,0.000019500,0.000033900,0.000005580,
Armenia,1930,ARM,0.000008840,0.000020100,0.000034600,0.000005700,
Armenia,1931,ARM,0.000008920,0.000020800,0.000035500,0.000005820,
Armenia,1932,ARM,0.000009020,0.000021600,0.000036600,0.000005940,
Armenia,1933,ARM,0.000009150,0.000022600,0.000037800,0.000006060,
Armenia,1934,ARM,0.000009290,0.000023700,0.000039200,0.000006180,
Armenia,1935,ARM,0.000009460,0.000024900,0.000040700,0.000006300,
Armenia,1936,ARM,0.000009660,0.000026200,0.000042300,0.000006410,
Armenia,1937,ARM,0.000009880,0.000027600,0.000044000,0.000006530,
Armenia,1938,ARM,0.000010100,0.000029100,0.000045900,0.000006640,
Armenia,1939,ARM,0.000010400,0.000030600,0.000047800,0.000006760,
Armenia,1940,ARM,0.000010800,0.000031900,0.000049500,0.000006870,
Armenia,1941,ARM,0.000011100,0.000032900,0.000051000,0.000006990,
Armenia,1942,ARM,0.000011500,0.000033600,0.000052200,0.000007110,
Armenia,1943,ARM,0.000011800,0.000034200,0.000053300,0.000007230,
Armenia,1944,ARM,0.000012200,0.000034900,0.000054500,0.000007370,
Armenia,1945,ARM,0.000012700,0.000035500,0.000055600,0.000007510,
Armenia,1946,ARM,0.000013100,0.000036000,0.000056800,0.000007660,
Armenia,1947,ARM,0.000013700,0.000036600,0.000058100,0.000007820,
Armenia,1948,ARM,0.000014200,0.000037100,0.000059300,0.000007990,
Armenia,1949,ARM,0.000014800,0.000037700,0.000060600,0.000008160,
Armenia,1950,ARM,0.000015400,0.000038300,0.000062100,0.000008340,
Armenia,1951,ARM,0.000016000,0.000039100,0.000063700,0.000008520,
Armenia,1952,ARM,0.000016700,0.000040000,0.000065400,0.000008710,
Armenia,1953,ARM,0.000017400,0.000041000,0.000067300,0.000008910,
Armenia,1954,ARM,0.000018200,0.000042100,0.000069400,0.000009110,
Armenia,1955,ARM,0.000019000,0.000043400,0.000071800,0.000009320,
Armenia,1956,ARM,0.000019900,0.000044800,0.000074200,0.000009540,
Armenia,1957,ARM,0.000020900,0.000046200,0.000076900,0.000009760,
Armenia,1958,ARM,0.000021900,0.000047700,0.000079600,0.000009990,
Armenia,1959,ARM,0.000023000,0.000049000,0.000082200,0.000010200,
Armenia,1960,ARM,0.000024100,0.000050200,0.000084800,0.000010500,
Armenia,1961,ARM,0.000025200,0.000051400,0.000087400,0.000010700,
Armenia,1962,ARM,0.000026500,0.000052700,0.000090200,0.000011000,
Armenia,1963,ARM,0.000027800,0.000054100,0.000093100,0.000011200,
Armenia,1964,ARM,0.000029100,0.000055600,0.000096200,0.000011500,
Armenia,1965,ARM,0.000030400,0.000057100,0.000099300,0.000011800,
Armenia,1966,ARM,0.000031900,0.000058700,0.000102650,0.000012100,
Armenia,1967,ARM,0.000033400,0.000060400,0.000106197,0.000012300,
Armenia,1968,ARM,0.000035000,0.000062300,0.000109895,0.000012600,
Armenia,1969,ARM,0.000036500,0.000064200,0.000113661,0.000012900,
Armenia,1970,ARM,0.000038200,0.000066200,0.000117654,0.000013200,
Armenia,1971,ARM,0.000040000,0.000068400,0.000121986,0.000013500,
Armenia,1972,ARM,0.000041900,0.000070800,0.000126539,0.000013900,
Armenia,1973,ARM,0.000043800,0.000073300,0.000131253,0.000014200,
Armenia,1974,ARM,0.000045700,0.000075900,0.000136087,0.000014600,
Armenia,1975,ARM,0.000047600,0.000078600,0.000141116,0.000014900,
Armenia,1976,ARM,0.000049500,0.000081500,0.000146279,0.000015300,
Armenia,1977,ARM,0.000051400,0.000084500,0.000151485,0.000015600,
Armenia,1978,ARM,0.000053200,0.000087600,0.000156823,0.000016000,
Armenia,1979,ARM,0.000055100,0.000090700,0.000162180,0.000016400,
Armenia,1980,ARM,0.000056900,0.000094000,0.000167670,0.000016800,
Armenia,1981,ARM,0.000058800,0.000097300,0.000173214,0.000017200,
Armenia,1982,ARM,0.000060600,0.000100607,0.000178758,0.000017600,
